,Name,FighterHeight,FighterWeight,FighterDOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg,ScoreStrAcc,ScoreStrDef,ScoreTDAcc,ScoreTDDef,CombatScore
165,Razak Al-Hassan,"6' 2""",205 lbs.,"May 14, 1982",3.27,39%,3.14,60%,0.65,14%,57%,0.0,39.0,60.0,14.0,57.0,19.599999999999998
166,Rostem Akman,"5' 10""",170 lbs.,"ec 19, 1991",1.8,25%,3.97,57%,1.0,40%,87%,0.0,25.0,57.0,40.0,87.0,13.049999999999997
167,Yoshihiro Akiyama,"5' 10""",170 lbs.,"Jul 29, 1975",3.1,41%,3.62,57%,2.29,67%,92%,1.0,41.0,57.0,67.0,92.0,31.969999999999995
168,Omari Akhmedov,"6' 0""",185 lbs.,"ct 12, 1987",2.97,34%,2.84,55%,2.58,45%,65%,0.2,34.0,55.0,45.0,65.0,28.690000000000005
169,Hitomi Akano,"5' 4""",135 lbs.,"Jul 27, 1974",0.59,45%,2.58,55%,0.0,0%,8%,0.5,45.0,55.0,0.0,8.0,1.849999999999999
170,Ashiek Ajim,"5' 8""",135 lbs.,"Jun 19, 1994",5.0,40%,11.25,25%,0.0,0%,0%,0.0,40.0,25.0,0.0,0.0,-24.75
171,Mike Aina,"5' 9""",155 lbs.,--,2.87,33%,6.33,59%,0.0,0%,71%,0.0,33.0,59.0,0.0,71.0,-0.9999999999999964
172,Christian Aguilera,"5' 9""",170 lbs.,"Nov 25, 1991",2.54,37%,4.04,48%,0.0,0%,60%,0.0,37.0,48.0,0.0,60.0,7.0
173,Jesus Aguilar,"5' 4""",125 lbs.,"Mar 13, 1996",2.01,46%,1.17,66%,3.77,37%,0%,1.3,46.0,66.0,37.0,0.0,33.010000000000005
174,Kevin Aguilar,"5' 7""",155 lbs.,"Sep 07, 1988",3.96,40%,4.81,52%,0.16,16%,78%,0.0,40.0,52.0,16.0,78.0,14.830000000000004
175,Virgil Zwicker,"6' 2""",205 lbs.,"Jun 26, 1982",3.34,48%,4.87,39%,1.31,30%,50%,0.0,48.0,39.0,30.0,50.0,12.979999999999997
176,Allan Zuniga,"5' 7""",155 lbs.,"Apr 04, 1992",3.93,52%,1.8,61%,0.0,0%,57%,1.0,52.0,61.0,0.0,57.0,29.650000000000002
177,George Zuniga,"5' 9""",185 lbs.,--,7.64,38%,5.45,37%,0.0,0%,100%,0.0,38.0,37.0,0.0,100.0,28.449999999999996
178,Alex Zuniga,--,145 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
179,Dave Zitanick,--,170 lbs.,"Mar 05, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
180,Igor Zinoviev,"6' 1""",199 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
181,Cat Zingano,"5' 6""",145 lbs.,"Jul 01, 1982",2.57,61%,1.63,47%,2.77,65%,42%,0.8,61.0,47.0,65.0,42.0,36.11
182,Errol Zimmerman,"6' 3""",185 lbs.,"Apr 20, 1986",2.95,42%,0.0,0%,0.0,0%,0%,0.0,42.0,0.0,0.0,0.0,18.95
183,James Zikic,"6' 2""",205 lbs.,"Mar 01, 1977",1.47,35%,1.6,44%,0.5,25%,74%,0.5,35.0,44.0,25.0,74.0,19.65
184,Mike Zichelle,--,205 lbs.,--,0.87,35%,0.87,40%,0.0,0%,0%,2.0,35.0,40.0,0.0,0.0,11.5
185,Fares Ziam,"6' 1""",155 lbs.,"Mar 21, 1997",2.52,44%,1.7,66%,0.96,25%,70%,0.0,44.0,66.0,25.0,70.0,27.479999999999997
186,Zhalgas Zhumagulov,"5' 4""",125 lbs.,"Aug 29, 1988",4.87,46%,5.37,53%,1.36,19%,66%,0.2,46.0,53.0,19.0,66.0,20.379999999999995
187,Yao Zhikui,"5' 5""",125 lbs.,"Feb 07, 1991",1.44,21%,2.82,48%,0.66,16%,58%,0.0,21.0,48.0,16.0,58.0,9.379999999999999
188,Zhang Mingyang,"6' 2""",205 lbs.,"Aug 16, 1998",8.86,56%,5.57,59%,0.0,0%,0%,0.0,56.0,59.0,0.0,0.0,27.949999999999996
189,Zhang Weili,"5' 4""",115 lbs.,"Aug 13, 1989",5.79,47%,4.06,53%,1.97,34%,66%,0.5,47.0,53.0,34.0,66.0,35.56
190,Zhang Lipeng,"5' 11""",155 lbs.,"Mar 10, 1990",1.28,48%,1.88,53%,1.75,30%,69%,0.8,48.0,53.0,30.0,69.0,23.85
191,Zhang Tiequan,"5' 8""",155 lbs.,"Jul 25, 1978",1.23,36%,2.14,51%,1.95,58%,75%,3.4,36.0,51.0,58.0,75.0,30.099999999999998
192,Carlos Zevallos,"6' 0""",205 lbs.,--,4.36,65%,2.28,68%,0.0,0%,100%,0.0,65.0,68.0,0.0,100.0,33.7
193,Roman Zentsov,"6' 1""",230 lbs.,"Sep 10, 1973",1.18,36%,0.53,70%,1.6,100%,33%,3.2,36.0,70.0,100.0,33.0,38.35
194,Craig Zellner,"6' 2""",205 lbs.,"Sep 09, 1976",0.61,9%,4.65,61%,0.0,0%,0%,0.0,9.0,61.0,0.0,0.0,-13.200000000000001
195,Daniel Zellhuber,"6' 1""",155 lbs.,"Jul 07, 1999",5.57,42%,5.57,55%,0.5,50%,88%,0.0,42.0,55.0,50.0,88.0,25.0
196,Joao Zeferino,"5' 11""",170 lbs.,"Jan 15, 1986",0.83,36%,2.6,48%,0.5,5%,50%,1.0,36.0,48.0,5.0,50.0,8.549999999999999
197,David Zawada,"6' 0""",170 lbs.,"Aug 01, 1990",3.84,41%,4.54,55%,0.97,33%,57%,1.7,41.0,55.0,33.0,57.0,21.41
198,Marius Zaromskis,"5' 9""",170 lbs.,"Jul 30, 1980",5.02,34%,5.93,50%,0.73,42%,73%,0.0,34.0,50.0,42.0,73.0,17.54
199,Roger Zapata,"5' 11""",170 lbs.,"May 09, 1986",2.6,51%,2.13,36%,0.0,0%,81%,1.4,51.0,36.0,0.0,81.0,21.95
200,Zach Zane,"5' 7""",145 lbs.,"ec 14, 1989",0.87,56%,6.67,20%,0.0,0%,26%,0.0,56.0,20.0,0.0,26.0,-18.799999999999997
201,Elizeu Zaleski dos Santos,"5' 11""",170 lbs.,"ec 11, 1986",4.65,42%,3.22,58%,0.52,15%,62%,0.4,42.0,58.0,15.0,62.0,27.21
202,Youssef Zalal,"5' 10""",135 lbs.,"Sep 04, 1996",2.75,48%,1.75,64%,2.14,31%,60%,1.1,48.0,64.0,31.0,60.0,33.92
203,Joao Zaiden,--,205 lbs.,"Mar 16, 1993",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
204,Aiemann Zahabi,"5' 8""",135 lbs.,"Nov 19, 1987",3.01,43%,3.38,72%,0.25,16%,75%,0.0,43.0,72.0,16.0,75.0,19.5
205,Anton Zafir,"5' 11""",170 lbs.,"May 10, 1987",2.99,64%,2.31,52%,6.11,60%,0%,0.0,64.0,52.0,60.0,0.0,39.330000000000005
206,Luke Zachrich,"6' 2""",185 lbs.,"ec 19, 1981",4.56,32%,4.46,62%,0.74,33%,80%,0.0,32.0,62.0,33.0,80.0,23.419999999999998
207,Gilbert Yvel,"6' 2""",225 lbs.,"Jun 30, 1976",1.05,47%,1.78,50%,0.0,0%,25%,1.0,47.0,50.0,0.0,25.0,10.55
208,Sodiq Yusuff,"5' 9""",145 lbs.,"May 19, 1993",5.29,49%,3.65,57%,0.18,12%,70%,0.6,49.0,57.0,12.0,70.0,28.74
209,Rob Yundt,"6' 1""",185 lbs.,"May 05, 1980",1.37,41%,2.55,31%,2.94,100%,0%,0.0,41.0,31.0,100.0,0.0,20.12
210,Han Ten Yun,"5' 11""",220 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
211,Besam Yousef,"5' 11""",170 lbs.,"Mar 25, 1985",3.14,53%,3.98,38%,1.33,66%,50%,0.0,53.0,38.0,66.0,50.0,20.490000000000002
212,Shanna Young,"5' 7""",125 lbs.,"Feb 20, 1991",3.18,47%,4.88,43%,0.0,0%,53%,0.6,47.0,43.0,0.0,53.0,7.000000000000002
213,Shane Young,"5' 8""",145 lbs.,"Jul 31, 1993",5.22,40%,5.01,55%,0.8,23%,56%,0.0,40.0,55.0,23.0,56.0,20.85
214,Jason Young,"5' 9""",145 lbs.,"Jun 28, 1986",2.97,37%,3.2,50%,1.98,66%,55%,0.0,37.0,50.0,66.0,55.0,25.590000000000003
215,Trenell Young,"5' 6""",145 lbs.,"Jun 19, 1976",1.43,22%,5.13,50%,1.13,20%,0%,1.1,22.0,50.0,20.0,0.0,-3.710000000000001
216,Artenus Young,--,205 lbs.,"Jul 16, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
217,Kaitlin Young,"5' 9""",135 lbs.,"Sep 15, 1985",2.83,26%,6.33,51%,2.5,100%,0%,0.0,26.0,51.0,100.0,0.0,7.699999999999999
218,Hidehiko Yoshida,"5' 11""",225 lbs.,"Sep 03, 1969",1.05,36%,1.89,62%,1.09,33%,71%,2.2,36.0,62.0,33.0,71.0,23.670000000000005
219,Yoshiyuki Yoshida,"5' 11""",170 lbs.,"May 10, 1974",0.85,36%,3.67,36%,1.41,28%,25%,2.8,36.0,36.0,28.0,25.0,8.229999999999999
220,Dong Sik Yoon,"6' 0""",185 lbs.,"Aug 24, 1972",0.99,36%,2.33,51%,1.6,29%,33%,1.3,36.0,51.0,29.0,33.0,15.6
221,Sanghoon Yoo,"6' 0""",155 lbs.,"Jan 18, 1990",5.0,66%,7.27,27%,1.0,100%,75%,1.0,66.0,27.0,100.0,75.0,20.450000000000006
222,John Yoo,--,135 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
223,Kazunori Yokota,"5' 8""",154 lbs.,"Apr 03, 1978",0.67,31%,1.13,57%,0.0,0%,0%,0.0,31.0,57.0,0.0,0.0,6.500000000000001
224,Hirotaka Yokoi,"5' 11""",205 lbs.,"Jun 08, 1978",1.52,33%,3.42,38%,1.87,41%,66%,0.4,33.0,38.0,41.0,66.0,14.709999999999997
225,Ashley Yoder,"5' 7""",115 lbs.,"ct 20, 1987",3.08,39%,3.76,47%,1.2,30%,69%,0.6,39.0,47.0,30.0,69.0,19.900000000000006
226,Yi Zha,"5' 7""",145 lbs.,"Jan 08, 1997",2.5,48%,2.21,51%,7.83,75%,60%,2.6,48.0,51.0,75.0,60.0,53.54
227,Chris Yee,"5' 9""",185 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
228,Yoshiaki Yatsu,"6' 1""",165 lbs.,"Jul 19, 1956",0.0,0%,5.57,48%,0.0,0%,0%,0.0,0.0,48.0,0.0,0.0,-23.05
229,Tadao Yasuda,"6' 4""",310 lbs.,"ct 09, 1963",2.7,73%,0.85,60%,0.75,14%,0%,0.0,73.0,60.0,14.0,0.0,26.2
230,Cale Yarbrough,"6' 1""",185 lbs.,"ec 27, 1986",3.16,27%,10.0,72%,0.0,0%,0%,0.0,27.0,72.0,0.0,0.0,-24.300000000000004
231,Emmanuel Yarborough,"6' 8""",770 lbs.,"Sep 05, 1960",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
232,Masutatsu Yano,"5' 9""",198 lbs.,"Jul 11, 1975",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
233,Jianping Yang,"5' 7""",145 lbs.,"Nov 27, 1988",1.4,26%,2.07,65%,1.0,25%,33%,0.0,26.0,65.0,25.0,33.0,14.55
234,Dongi Yang,"5' 10""",185 lbs.,"ec 07, 1984",3.55,51%,3.21,63%,1.7,41%,61%,0.5,51.0,63.0,41.0,61.0,29.4
235,Adrian Yanez,"5' 7""",135 lbs.,"Nov 29, 1993",6.62,40%,5.49,59%,0.0,0%,100%,0.0,40.0,59.0,0.0,100.0,25.549999999999997
236,Adam Yandiev,"5' 9""",185 lbs.,"Aug 07, 1988",0.18,8%,6.14,36%,0.0,0%,25%,0.0,8.0,36.0,0.0,25.0,-22.9
237,Yan Qihui,"5' 3""",125 lbs.,"ct 01, 1996",4.01,60%,1.78,72%,4.46,100%,100%,0.0,60.0,72.0,100.0,100.0,57.73
238,Petr Yan,"5' 7""",135 lbs.,"Feb 11, 1993",5.31,53%,4.03,59%,1.86,56%,90%,0.2,53.0,59.0,56.0,90.0,38.18
239,Yan Xiaonan,"5' 5""",115 lbs.,"Jun 16, 1989",5.45,44%,3.53,61%,0.87,66%,70%,0.0,44.0,61.0,66.0,70.0,36.31
240,Takeshi Yamazaki,"5' 8""",139 lbs.,--,0.57,25%,1.57,47%,4.5,50%,100%,1.0,25.0,47.0,50.0,100.0,32.7
241,Goiti Yamauchi,"5' 10""",145 lbs.,"Jan 05, 1993",1.66,54%,1.01,66%,0.0,0%,0%,4.3,54.0,66.0,0.0,0.0,23.85
242,Hiroko Yamanaka,"5' 11""",135 lbs.,"ct 24, 1978",2.1,26%,3.54,63%,0.0,0%,100%,0.0,26.0,63.0,0.0,100.0,11.7
243,Norifumi Yamamoto,"5' 4""",135 lbs.,"Mar 15, 1977",2.09,45%,2.01,57%,0.41,22%,45%,0.0,45.0,57.0,22.0,45.0,18.53
244,Atsushi Yamamoto,"5' 6""",139 lbs.,"ct 02, 1980",1.97,39%,1.27,70%,1.12,33%,100%,0.0,39.0,70.0,33.0,100.0,31.06
245,Yoshihisa Yamamoto,"6' 2""",220 lbs.,"Jul 04, 1970",1.65,38%,3.05,53%,1.0,20%,50%,0.6,38.0,53.0,20.0,50.0,13.3
246,Kenichi Yamamoto,"6' 0""",170 lbs.,"Jul 11, 1976",0.3,46%,1.93,38%,0.0,0%,10%,0.3,46.0,38.0,0.0,10.0,1.8499999999999988
247,Keiichiro Yamamiya,"5' 11""",185 lbs.,"Jul 12, 1972",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
248,Alexander Yakovlev,"6' 3""",155 lbs.,"Jul 18, 1984",1.74,47%,2.41,58%,1.66,35%,72%,0.1,47.0,58.0,35.0,72.0,23.029999999999998
249,Rani Yahya,"5' 6""",135 lbs.,"Sep 12, 1984",1.58,38%,1.76,50%,2.9,33%,24%,1.9,38.0,50.0,33.0,24.0,26.099999999999998
250,Eddie Yagin,"5' 7""",145 lbs.,"Mar 23, 1979",3.13,30%,5.77,42%,0.0,0%,62%,1.0,30.0,42.0,0.0,62.0,2.200000000000001
251,Jamie Yager,"6' 1""",185 lbs.,"Nov 29, 1983",3.08,39%,2.55,63%,0.0,0%,66%,0.0,39.0,63.0,0.0,66.0,19.450000000000003
252,Xie Bin,"5' 10""",145 lbs.,"Feb 28, 1998",2.24,39%,3.08,59%,4.81,45%,0%,0.0,39.0,59.0,45.0,0.0,24.53
253,Xiao Long,"5' 8""",135 lbs.,"Apr 13, 1998",5.2,40%,5.07,58%,0.0,0%,0%,0.0,40.0,58.0,0.0,0.0,10.45
254,Rubens Xavier,"6' 3""",220 lbs.,--,0.77,42%,1.82,21%,2.1,40%,25%,1.1,42.0,21.0,40.0,25.0,16.05
255,Wulijiburen,"5' 9""",135 lbs.,"Mar 01, 1989",1.61,42%,3.02,56%,3.28,42%,77%,0.4,42.0,56.0,42.0,77.0,25.29
256,Wu Yanan,"5' 8""",135 lbs.,"Apr 18, 1996",4.23,41%,4.95,49%,0.62,30%,63%,0.2,41.0,49.0,30.0,63.0,16.96
257,Marcin Wrzosek,"5' 9""",155 lbs.,"ct 14, 1987",3.47,43%,4.07,43%,3.0,25%,33%,0.0,43.0,43.0,25.0,33.0,20.400000000000002
258,Jordan Wright,"6' 2""",185 lbs.,"ct 07, 1991",5.67,65%,7.54,32%,3.6,50%,100%,0.7,65.0,32.0,50.0,100.0,27.55
259,Chris Wright,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
260,JW Wright,--,130 lbs.,"Jan 12, 1976",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
261,Justin Wren,"6' 2""",265 lbs.,"Apr 27, 1987",3.43,35%,2.07,64%,0.0,0%,100%,0.0,35.0,64.0,0.0,100.0,26.700000000000003
262,Eric Wray,"6' 0""",170 lbs.,--,1.76,48%,3.12,28%,4.07,66%,0%,2.0,48.0,28.0,66.0,0.0,23.61
263,Khama Worthy,"5' 11""",155 lbs.,"ct 15, 1986",4.18,48%,4.45,46%,0.0,0%,57%,0.7,48.0,46.0,0.0,57.0,15.149999999999999
264,Hunter Worsham,--,185 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
265,Cal Worsham,"5' 11""",230 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
266,Sean Woodson,"6' 2""",145 lbs.,"Jun 07, 1992",5.56,45%,4.26,56%,0.0,0%,82%,0.7,45.0,56.0,0.0,82.0,26.2
267,Salvador Woods,"5' 11""",170 lbs.,"Feb 05, 1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
268,Tyron Woodley,"5' 9""",170 lbs.,"Apr 07, 1982",2.36,48%,2.76,54%,1.06,40%,87%,0.4,48.0,54.0,40.0,87.0,24.88
269,Nathaniel Wood,"5' 6""",145 lbs.,"May 08, 1993",6.34,48%,4.42,57%,1.81,54%,73%,0.6,48.0,57.0,54.0,73.0,39.42999999999999
270,Joanne Wood,"5' 6""",125 lbs.,"ec 23, 1985",6.76,50%,4.54,52%,1.53,55%,59%,0.4,50.0,52.0,55.0,59.0,38.089999999999996
271,Xue Do Won,"5' 7""",165 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
272,Brandon Wolff,"5' 9""",170 lbs.,"ct 18, 1975",0.47,33%,10.91,19%,0.0,0%,0%,0.0,33.0,19.0,0.0,0.0,-47.0
273,Danyelle Wolf,"5' 11""",145 lbs.,"Sep 08, 1983",2.37,25%,4.57,47%,0.0,0%,77%,0.5,25.0,47.0,0.0,77.0,4.9
274,Karolina Wojcik,"5' 2""",115 lbs.,"ec 09, 1994",2.67,65%,0.87,62%,2.0,66%,100%,1.0,65.0,62.0,66.0,100.0,46.300000000000004
275,Ray Wizard,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
276,Travis Wiuff,"6' 3""",205 lbs.,"Mar 15, 1978",0.48,30%,4.03,41%,4.84,57%,44%,1.2,30.0,41.0,57.0,44.0,16.369999999999997
277,Jason Witt,"5' 10""",170 lbs.,"Nov 07, 1986",2.15,44%,2.54,52%,6.9,48%,100%,0.9,44.0,52.0,48.0,100.0,44.95
278,Keith Wisniewski,"6' 0""",170 lbs.,"ct 25, 1981",2.32,52%,4.86,42%,1.57,40%,78%,0.3,52.0,42.0,40.0,78.0,13.809999999999999
279,Eric Wisely,"5' 8""",145 lbs.,"Jul 25, 1984",1.42,47%,2.08,56%,0.0,0%,27%,0.9,47.0,56.0,0.0,27.0,11.5
280,Andre Winner,"5' 11""",155 lbs.,"Nov 09, 1981",2.52,33%,4.57,51%,0.0,0%,74%,0.0,33.0,51.0,0.0,74.0,5.549999999999998
281,Deron Winn,"5' 6""",185 lbs.,"Jun 13, 1989",4.55,44%,6.21,46%,4.28,52%,40%,0.0,44.0,46.0,52.0,40.0,22.74
282,Eddie Wineland,"5' 7""",135 lbs.,"Jun 26, 1984",3.4,29%,3.76,68%,0.34,33%,86%,0.1,29.0,68.0,33.0,86.0,21.020000000000003
283,Matt Wiman,"5' 10""",155 lbs.,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5,50.0,51.0,37.0,56.0,26.790000000000003
284,Sean Wilson,"5' 8""",145 lbs.,"ct 20, 1982",1.01,31%,5.88,62%,0.0,0%,0%,0.0,31.0,62.0,0.0,0.0,-15.049999999999997
285,Jonathan Wilson,"6' 2""",205 lbs.,"Jul 17, 1987",2.92,48%,5.65,56%,0.37,100%,80%,0.0,48.0,56.0,100.0,80.0,15.86
286,Greg Wilson,--,155 lbs.,"ct 02, 1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
287,Chris Wilson,"6' 1""",170 lbs.,"Jun 07, 1977",2.32,50%,1.36,55%,1.31,50%,60%,1.6,50.0,55.0,50.0,60.0,33.43
288,Justin Willis,"6' 1""",264 lbs.,"Jul 19, 1987",3.37,59%,2.57,57%,0.96,66%,36%,0.0,59.0,57.0,66.0,36.0,28.68
289,Karl Willis,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
290,Karl Williams,"6' 3""",205 lbs.,"Jan 06, 1990",1.6,55%,0.07,91%,3.0,100%,0%,0.0,55.0,91.0,100.0,0.0,41.25
291,Khaos Williams,"6' 0""",170 lbs.,"Mar 30, 1994",5.0,37%,4.12,48%,0.0,0%,75%,0.0,37.0,48.0,0.0,75.0,20.4
292,Cole Williams,"6' 0""",170 lbs.,"ec 15, 1983",0.31,27%,5.34,23%,0.0,0%,25%,0.0,27.0,23.0,0.0,25.0,-17.65
293,Jordan Williams,"6' 1""",185 lbs.,"ct 13, 1990",5.83,50%,5.46,35%,1.11,50%,85%,0.0,50.0,35.0,50.0,85.0,27.18
294,Tim Williams,"6' 2""",185 lbs.,"Jul 03, 1986",3.07,38%,3.55,48%,1.81,40%,100%,0.0,38.0,48.0,40.0,100.0,25.63
295,Patrick Williams,"5' 8""",135 lbs.,"Sep 07, 1981",4.12,51%,4.12,52%,2.71,41%,100%,0.5,51.0,52.0,41.0,100.0,33.53
296,Carter Williams,"6' 1""",265 lbs.,--,1.55,36%,2.32,58%,2.9,33%,100%,0.0,36.0,58.0,33.0,100.0,27.55
297,Rubin Williams,"6' 1""",185 lbs.,"Apr 09, 1976",0.0,0%,1.39,60%,0.0,0%,0%,0.0,0.0,60.0,0.0,0.0,-0.9499999999999993
298,Pete Williams,"6' 3""",235 lbs.,"Jul 10, 1975",0.61,62%,2.77,40%,1.84,40%,16%,0.9,62.0,40.0,40.0,16.0,12.32
299,Tedd Williams,"6' 1""",275 lbs.,"ec 19, 1969",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
300,James Wilks,"6' 1""",170 lbs.,"May 04, 1978",1.82,45%,2.03,50%,1.27,22%,66%,3.8,45.0,50.0,22.0,66.0,28.66
301,Rob Wilkinson,"6' 3""",185 lbs.,"Feb 22, 1992",2.74,50%,5.66,39%,4.47,25%,0%,0.0,50.0,39.0,25.0,0.0,10.21
302,Mike Wilkinson,"5' 7""",145 lbs.,"Sep 15, 1987",2.35,38%,3.7,35%,0.92,14%,55%,0.9,38.0,35.0,14.0,55.0,12.01
303,Aaron Wilkinson,"5' 10""",155 lbs.,"Jan 31, 1987",0.0,0%,0.0,100%,7.32,100%,0%,0.0,0.0,100.0,100.0,0.0,41.96
304,Joe Wilk,"5' 9""",145 lbs.,"Apr 12, 1982",1.0,54%,2.0,72%,0.0,0%,0%,0.0,54.0,72.0,0.0,0.0,7.6000000000000005
305,Justin Wilcox,"5' 6""",155 lbs.,"Mar 12, 1979",3.82,28%,2.63,71%,1.43,16%,100%,0.0,28.0,71.0,16.0,100.0,31.740000000000002
306,Jonathan Wiezorek,"6' 3""",250 lbs.,"Feb 10, 1978",1.27,58%,5.47,31%,1.91,20%,0%,0.0,58.0,31.0,20.0,0.0,-4.369999999999999
307,Orlando Wiet,"5' 10""",170 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
308,Adam Wieczorek,"6' 5""",250 lbs.,"Feb 05, 1992",1.68,38%,1.87,48%,0.41,33%,58%,0.4,38.0,48.0,33.0,58.0,18.78
309,Josh Wick,"5' 9""",155 lbs.,"ct 04, 1994",0.65,60%,6.52,41%,0.0,0%,80%,0.0,60.0,41.0,0.0,80.0,-11.249999999999993
310,Robert Whittaker,"6' 0""",185 lbs.,"ec 20, 1990",4.48,42%,3.26,61%,0.82,37%,84%,0.0,42.0,61.0,37.0,84.0,30.960000000000004
311,Emily Whitmire,"5' 5""",125 lbs.,"May 24, 1991",2.5,31%,2.98,54%,1.9,66%,70%,0.5,31.0,54.0,66.0,70.0,26.4
312,Mitch Whitesel,"5' 9""",185 lbs.,"Jul 12, 1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
313,Garett Whiteley,"6' 0""",155 lbs.,"ec 13, 1980",3.72,48%,4.04,46%,0.0,0%,27%,0.9,48.0,46.0,0.0,27.0,12.3
314,Mike Whitehead,"6' 1""",205 lbs.,"Jun 29, 1981",1.62,33%,2.36,59%,3.59,43%,77%,0.3,33.0,59.0,43.0,77.0,28.870000000000005
315,Robert Whiteford,"5' 9""",145 lbs.,"Apr 12, 1983",2.33,46%,1.99,62%,1.9,30%,45%,0.0,46.0,62.0,30.0,45.0,25.7
316,Patrik White,"6' 0""",155 lbs.,"Jun 11, 1993",9.77,49%,6.28,60%,0.0,0%,50%,0.0,49.0,60.0,0.0,50.0,33.349999999999994
317,Craig White,"6' 2""",170 lbs.,"Jul 01, 1990",1.23,40%,3.28,39%,0.0,0%,50%,0.8,40.0,39.0,0.0,50.0,4.250000000000002
318,Alex White,"6' 0""",155 lbs.,"ct 22, 1988",3.76,42%,3.07,60%,0.92,28%,71%,0.5,42.0,60.0,28.0,71.0,27.31
319,Steve White,"5' 11""",175 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
320,Vernon White,"6' 0""",205 lbs.,"ec 03, 1971",2.11,38%,2.2,54%,0.88,28%,44%,0.0,38.0,54.0,28.0,44.0,18.59
321,Coty Wheeler,"5' 6""",135 lbs.,"ct 11, 1978",1.88,22%,3.16,59%,0.87,37%,33%,2.6,22.0,59.0,37.0,33.0,16.509999999999998
322,Aaron Wetherspoon,--,170 lbs.,--,2.27,32%,4.33,45%,0.0,0%,77%,0.0,32.0,45.0,0.0,77.0,5.100000000000001
323,Sheldon Westcott,"6' 1""",170 lbs.,"Aug 20, 1984",2.26,40%,3.73,37%,3.23,37%,14%,0.0,40.0,37.0,37.0,14.0,15.14
324,Dustin West,"5' 11""",170 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
325,Mike Wessel,"6' 0""",260 lbs.,"ec 02, 1977",1.82,56%,6.43,22%,6.29,50%,0%,0.0,56.0,22.0,50.0,0.0,8.620000000000005
326,Fabricio Werdum,"6' 4""",231 lbs.,"Jul 30, 1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2,52.0,55.0,31.0,31.0,29.3
327,Jeremiah Wells,"5' 9""",170 lbs.,"ct 30, 1986",3.68,49%,1.62,32%,1.28,12%,100%,1.3,49.0,32.0,12.0,100.0,36.040000000000006
328,Christian Wellisch,"6' 2""",234 lbs.,"Sep 13, 1975",3.12,27%,3.04,56%,1.22,42%,45%,1.2,27.0,56.0,42.0,45.0,23.460000000000004
329,Mark Weir,"6' 2""",185 lbs.,"Sep 19, 1967",1.54,56%,2.5,38%,0.8,50%,25%,2.4,56.0,38.0,50.0,25.0,19.3
330,Chris Weidman,"6' 2""",185 lbs.,"Jun 17, 1984",3.03,43%,3.14,52%,3.92,47%,65%,0.9,43.0,52.0,47.0,65.0,33.71
